"ExhibitionID","ExhibitionNumber","ExhibitionTitle","ExhibitionCitationDate","ExhibitionBeginDate","ExhibitionEndDate","ExhibitionSortOrder","ExhibitionURL","ExhibitionRole","ExhibitionRoleinPressRelease","ConstituentID","ConstituentType","DisplayName","AlphaSort","FirstName","MiddleName","LastName","Suffix","Institution","Nationality","ConstituentBeginDate","ConstituentEndDate","ArtistBio","Gender","VIAFID","WikidataID","ULANID","ConstituentURL","Year","Count"
2741,"266","Painting, Sculpture, Graphic Arts from the Museum Collection","[MoMA Exh. #266, November 15, 1944-May 30, 1945]",1944-11-15,"5/30/1945",328,"moma.org/calendar/exhibitions/2860","Artist","Artist",1053,"Individual","Paul Cézanne","Cézanne Paul","Paul","","Cézanne","","","French",1839,1906,"French, 1839–1906","Male",39374836,"Q35548",500004793,"moma.org/artists/1053",1944,9
3677,"267","Building with Wood","[MoMA Exh. #267, November 15, 1944-February 18, 1945]",1944-11-15,"2/18/1945",329,"moma.org/calendar/exhibitions/2333","","",NA,"","","","","","","","","",NA,NA,"","",NA,"",NA,"",1944,1
3678,"268","The War Years: Color Reproductions of Works by Picasso, Matisse, Bonnard 1939–1943","[MoMA Exh. #268, November 14-November 27, 1944]",1944-11-14,"11/27/1944",330,"moma.org/calendar/exhibitions/3158","Artist","Artist",665,"Individual","Pierre Bonnard","Bonnard Pierre","Pierre","","Bonnard","","","French",1867,1947,"French, 1867–1947","Male",66499977,"Q26408",500115555,"moma.org/artists/665",1944,3
3679,"269","Are Clothes Modern?","[MoMA Exh. #269, November 28, 1944-March 4, 1945]",1944-11-28,"3/4/1945",331,"moma.org/calendar/exhibitions/3159","Curator","Director",36032,"Individual","Bernard Rudofsky","Rudofsky Bernard","Bernard","","Rudofsky","","","American",1905,1988,"American, born Austria. 1905–1988","",44557607,"Q85661",500014507,"moma.org/artists/36032",1944,1
3680,"270","Children's Holiday Circus of Modern Art","[MoMA Exh. #270, December 6, 1944-January 7, 1945]",1944-12-06,"1/7/1945",332,"moma.org/calendar/exhibitions/3160","","",NA,"","","","","","","","","",NA,NA,"","",NA,"",NA,"",1944,1
4460,"No#","From Sketch to Stage","[MoMA Exh. #NN6, December 6, 1944-January 7, 1945]",1944-12-06,"1/7/1945",333,"","Curator","Assembler",NA,"Individual","George Amberg","Amberg George","George","","Amberg","","","",1901,NA,"Born 1901","",64918824,"",NA,"",1944,1
3681,"271","Photographs from the Museum Collection","[MoMA Exh. #271, December 11, 1944-February 18, 1945]",1944-12-11,"2/18/1945",334,"moma.org/calendar/exhibitions/3161","","",NA,"","","","","","","","","",NA,NA,"","",NA,"",NA,"",1944,1
3682,"272","George Méliès: Magician and Film Pioneer","[MoMA Exh. #272, December 27, 1944-January 14, 1945]",1944-12-27,"1/14/1945",335,"moma.org/calendar/exhibitions/3162","Curator","[Curator]",45945,"Individual","Iris Barry","Barry Iris","Iris","","Barry","","Museum of Modern Art","American",1895,1969,"American, born England, 1995–1969","Female",54242106,"Q11282460",NA,"moma.org/artists/45945",1944,2
3683,"273","Works from the Children's Holiday Circus of Modern Art","[MoMA Exh. #273, January 16-February 18, 1945]",1945-01-16,"2/18/1945",336,"moma.org/calendar/exhibitions/3163","","",NA,"","","","","","","","","",NA,NA,"","",NA,"",NA,"",1945,1
3685,"274","The Lesson of War Housing","[MoMA Exh. #274, January 16-March 4, 1945]",1945-01-16,"3/4/1945",337,"moma.org/calendar/exhibitions/3164","Curator","Director",NA,"Individual","Janet Henrich O'Connell","O'Connell Janet Henrich","Janet","Henrich","O'Connell","","","",NA,NA,"","",NA,"",NA,"",1945,10
3687,"275","Power in the Pacific: Battle Photographs of our Navy in Action on the Sea and in the Sky","[MoMA Exh. #275, January 23-March 20, 1945]",1945-01-23,"3/20/1945",338,"moma.org/calendar/exhibitions/2336","Curator","Selector",5623,"Individual","Edward Steichen","Steichen Edward","Edward","","Steichen","","","American",1879,1973,"American, born Luxembourg. 1879–1973","Male",73926135,"Q313899",500000431,"moma.org/artists/5623",1945,5
2767,"276","Recent Acquisitions","[MoMA Exh. #276, February 15-March 18, 1945]",1945-02-15,"3/18/1945",339,"moma.org/calendar/exhibitions/2874","Artist","Artist",71,"Individual","Virginia Admiral","Admiral Virginia","Virginia","","Admiral","","","American",1915,2000,"American, 1915–2000","Female",49180409,"Q7815833",500044912,"moma.org/artists/71",1945,38
3689,"277","French Photographs: Daguerre to Atget","[MoMA Exh. #277, February 21-May 30, 1945]",1945-02-21,"5/30/1945",340,"moma.org/calendar/exhibitions/2338","Curator","Organizer",48827,"Individual","Thérèse Bonney","Bonney Therese","Thérèse","","Bonney","","","",1894,NA,"","",56683713,"Q7799893",500072382,"moma.org/artists/48827",1945,25
3692,"278","Integrated Building: Kitchen, Bathroom, and Storage","[MoMA Exh. #278, February 21-May 13, 1945]",1945-02-21,"5/13/1945",341,"moma.org/calendar/exhibitions/3165","Preparer","Preparer",9493,"Individual","Susanne Wasson-Tucker","Wasson-Tucker Susanne","Susanne","","Wasson-Tucker","","","",NA,NA,"","",NA,"",NA,"moma.org/artists/9493",1945,41
3693,"279","Modern Art for Young People","[MoMA Exh. #279, February 21-March 11, 1945]",1945-02-21,"3/11/1945",342,"moma.org/calendar/exhibitions/3166","","",NA,"","","","","","","","","",NA,NA,"","",NA,"",NA,"",1945,1
3694,"280","What is Modern Painting?","[MoMA Exh. #280, March 6-March 25, 1945]",1945-03-06,"3/25/1945",343,"moma.org/calendar/exhibitions/3167","Artist","Artist",11,"Individual","Jean (Hans) Arp","Arp Jean (Hans)","Jean","","Arp","","","French",1886,1966,"French, born Germany (Alsace). 1886–1966","Male",7386175,"Q153739",500031000,"moma.org/artists/11",1945,37
3695,"280a","Creative Photography","[MoMA Exh. #280a, March 6-March 25, 1945]",1945-03-06,"3/25/1945",344,"moma.org/calendar/exhibitions/3168","","",NA,"","","","","","","","","",NA,NA,"","",NA,"",NA,"",1945,1
3696,"281","Development in Children's Art","[MoMA Exh. #281, March 14-May 13, 1945]",1945-03-14,"5/13/1945",345,"moma.org/calendar/exhibitions/3169","","",NA,"","","","","","","","","",NA,NA,"","",NA,"",NA,"",1945,1
2771,"282","Piet Mondrian","[MoMA Exh. #282, March 21-May 13, 1945]",1945-03-21,"5/13/1945",346,"moma.org/calendar/exhibitions/1934","Curator","Director",14845,"Individual","James Johnson Sweeney","Sweeney James Johnson","James","Johnson","Sweeney","","","American",1900,1986,"American, 1900–1986","Male",37043718,"Q6136905",500258108,"moma.org/artists/14845",1945,2
3697,"283","Modern American Dance","[MoMA Exh. #283, March 28-April 29, 1945]",1945-03-28,"4/29/1945",347,"moma.org/calendar/exhibitions/3170","Artist","Artist",4089,"Individual","Barbara Morgan","Morgan Barbara","Barbara","","Morgan","","","American",1900,1992,"American, 1900–1992","Female",24718756,"Q4859173",500023840,"moma.org/artists/4089",1945,1
3700,"284","Georges Rouault","[MoMA Exh. #284, April 4-June 3, 1945]",1945-04-04,"6/3/1945",348,"moma.org/calendar/exhibitions/3171","Curator","Director",8150,"Individual","James Thrall Soby","Soby James Thrall","James","","Soby","","","American",1906,1979,"American, 1906–1979","Male",110085602,"Q19997542",500326188,"moma.org/artists/8150",1945,2
3702,"285","Stage Design by Robert Edmund Jones","[MoMA Exh. #285, April 11-June 24, 1945]",1945-04-11,"6/24/1945",349,"moma.org/calendar/exhibitions/3172","Curator","Director",NA,"Individual","George Amberg","Amberg George","George","","Amberg","","","",1901,NA,"Born 1901","",64918824,"",NA,"",1945,2
3703,"286","Paul Strand: Photographs 1915–1945","[MoMA Exh. #286, April 25-June 10, 1945]",1945-04-25,"6/10/1945",350,"moma.org/calendar/exhibitions/2344","Curator","Director",17961,"Individual","Nancy Newhall","Newhall Nancy","Nancy","","Newhall","","","American",1908,1974,"American, 1908–1974","Female",46830485,"Q6962876",500087029,"moma.org/artists/17961",1945,2
3705,"287","Works from the Museum Collection of Dance and Theatre Design","[MoMA Exh. #287, May 2-August 1, 1945]",1945-05-02,"8/1/1945",351,"moma.org/calendar/exhibitions/3173","Artist","Artist",486,"Individual","Christian Bérard","Bérard Christian","Christian","","Bérard","","","French",1902,1949,"French, 1902–1949","Male",22211040,"Q1079125",500032124,"moma.org/artists/486",1945,11
3706,"288","Teaching Elements of Design to Children","[MoMA Exh. #288, May 16-June 10, 1945]",1945-05-16,"6/10/1945",352,"moma.org/calendar/exhibitions/3174","","",NA,"","","","","","","","","",NA,NA,"","",NA,"",NA,"",1945,1
3708,"289","Tomorrow's Small House: Models and Plans","[MoMA Exh. #289, May 29-September 30, 1945]",1945-05-29,"9/30/1945",353,"moma.org/calendar/exhibitions/2346","Curator","Director",44297,"Individual","Elizabeth Mock","Mock Elizabeth","Elizabeth","","Mock","","Museum of Modern Art","American",1911,1998,"American, 1911–1998","Female",112800368,"",NA,"moma.org/artists/44297",1945,16
2742,"290","The Museum Collection of Painting and Sculpture","[MoMA Exh. #290, June 20, 1945-January 13, 1946 (2nd floor); June 20, 1945-February 13, 1946 (3rd floor)]",1945-06-20,"2/13/1946",354,"moma.org/calendar/exhibitions/2861","Installer","Installer",9168,"Individual","Alfred H. Barr, Jr.","Barr Alfred H. Jr.","Alfred","H.","Barr","Jr.","","American",1902,1981,"American, 1902–1981","Male",109252853,"Q711362",500241556,"moma.org/artists/9168",1945,175
3725,"290a","The Museum Collection of Photographs","[MoMA Exh. #290a, June 20, 1945-c.June 23, 1946]",1945-06-20,"6/23/1946",355,"moma.org/calendar/exhibitions/2364","Artist","Artist",41,"Individual","Berenice Abbott","Abbott Berenice","Berenice","","Abbott","","","American",1898,1991,"American, 1898–1991","Female",44309674,"Q231861",500020631,"moma.org/artists/41",1945,25
3727,"291","Children's Art","[MoMA Exh. #291, June 20-August 20, 1945]",1945-06-20,"8/20/1945",356,"moma.org/calendar/exhibitions/3175","","",NA,"","","","","","","","","",NA,NA,"","",NA,"",NA,"",1945,1
3728,"292","Stage Designs by Joan Junyer","[MoMA Exh. #292, July 10-September 12, 1945]",1945-07-10,"9/12/1945",357,"moma.org/calendar/exhibitions/3176","Curator","Director",NA,"Individual","George Amberg","Amberg George","George","","Amberg","","","",1901,NA,"Born 1901","",64918824,"",NA,"",1945,2
3729,"293","Fourteen Paintings by Vincent van Gogh","[MoMA Exh. #293, August 3-August 26, 1945]",1945-08-03,"8/26/1945",358,"moma.org/calendar/exhibitions/2366","Artist","Artist",2206,"Individual","Vincent van Gogh","Gogh Vincent van","Vincent","","van Gogh","","","Dutch",1853,1890,"Dutch, 1853–1890","Male",9854560,"Q5582",500115588,"moma.org/artists/2206",1945,1
3730,"294","Young People's Art","[MoMA Exh. #294, August 23-September 13, 1945]",1945-08-23,"9/13/1945",359,"moma.org/calendar/exhibitions/3177","","",NA,"","","","","","","","","",NA,NA,"","",NA,"",NA,"",1945,1
3731,"295","Textile Design","[MoMA Exh. #295, August 29-September 23, 1945]",1945-08-29,"9/23/1945",360,"moma.org/calendar/exhibitions/3178","Curator","Assembler",9493,"Individual","Susanne Wasson-Tucker","Wasson-Tucker Susanne","Susanne","","Wasson-Tucker","","","",NA,NA,"","",NA,"",NA,"moma.org/artists/9493",1945,33
3732,"296","Costume Carnival","[MoMA Exh. #296, September 19-November 25, 1945]",1945-09-19,"11/25/1945",361,"moma.org/calendar/exhibitions/3179","Artist","Artist",1364,"Individual","Salvador Dalí","Dalí Salvador","Salvador","","Dalí","","","Spanish",1904,1989,"Spanish, 1904–1989","Male",64004109,"Q5577",500009365,"moma.org/artists/1364",1945,8
3734,"297","Art for War Veterans","[MoMA Exh. #297, September 26-November 25, 1945]",1945-09-26,"11/25/1945",362,"moma.org/calendar/exhibitions/3180","","",NA,"","","","","","","","","",NA,NA,"","",NA,"",NA,"",1945,1
3735,"298","Stuart Davis","[MoMA Exh. #298, October 17, 1945-February 3, 1946]",1945-10-17,"2/3/1946",363,"moma.org/calendar/exhibitions/3181","Curator","Director",14845,"Individual","James Johnson Sweeney","Sweeney James Johnson","James","Johnson","Sweeney","","","American",1900,1986,"American, 1900–1986","Male",37043718,"Q6136905",500258108,"moma.org/artists/14845",1945,2
3737,"299","Elements of Design","[MoMA Exh. #299, October 23-November 15, 1945]",1945-10-23,"11/15/1945",364,"moma.org/calendar/exhibitions/3182","Curator","Assistant Curator",39732,"Individual","Elodie Courter","Courter Elodie","Elodie","","Courter","","","",NA,NA,"","",306223291,"",NA,"moma.org/artists/39732",1945,4
84,"300","Useful Objects","[MoMA Exh. #300, November 21, 1945-January 6, 1946]",1945-11-21,"1/6/1946",365,"moma.org/calendar/exhibitions/2731","Curator","Assembler",9493,"Individual","Susanne Wasson-Tucker","Wasson-Tucker Susanne","Susanne","","Wasson-Tucker","","","",NA,NA,"","",NA,"",NA,"moma.org/artists/9493",1945,36
3738,"301","Portraits of Ondine: Dance and Theatre Design","[MoMA Exh. #301, November 28, 1945-February 3, 1946]",1945-11-28,"2/3/1946",366,"moma.org/calendar/exhibitions/3183","Artist","Artist",486,"Individual","Christian Bérard","Bérard Christian","Christian","","Bérard","","","French",1902,1949,"French, 1902–1949","Male",22211040,"Q1079125",500032124,"moma.org/artists/486",1945,6
3739,"302","Museum of Modern Art Color Reproductions","[MoMA Exh. #302, November 28, 1945-February 3, 1946]",1945-11-28,"2/3/1946",367,"moma.org/calendar/exhibitions/3184","Artist","Artist",1053,"Individual","Paul Cézanne","Cézanne Paul","Paul","","Cézanne","","","French",1839,1906,"French, 1839–1906","Male",39374836,"Q35548",500004793,"moma.org/artists/1053",1945,14
3740,"303","Children's Holiday Circus of Modern Art","[MoMA Exh. #303, December 4, 1945-January 6, 1946]",1945-12-04,"1/6/1946",368,"moma.org/calendar/exhibitions/3185","Artist","Artist",244,"Individual","Darrel Austin","Austin Darrel","Darrel","","Austin","","","American",1907,1994,"American, 1907–1994","Male",62964095,"",500022756,"moma.org/artists/244",1945,14
3741,"304","If You Want to Build a House","[MoMA Exh. #304, January 8-January 30, 1946]",1946-01-08,"1/30/1946",369,"moma.org/calendar/exhibitions/3186","Curator","Assistant Curator",44297,"Individual","Elizabeth Mock","Mock Elizabeth","Elizabeth","","Mock","","Museum of Modern Art","American",1911,1998,"American, 1911–1998","Female",112800368,"",NA,"moma.org/artists/44297",1946,19
3743,"305","Creative Art by American Children","[MoMA Exh. #305, January 15-March 3, 1946]",1946-01-15,"3/3/1946",370,"moma.org/calendar/exhibitions/3187","Competition Judge","Competition Judge",39630,"Individual","Victor D'Amico","D'Amico Victor","Victor","","D'Amico","","","",NA,NA,"","",33432178,"",NA,"moma.org/artists/39630",1946,4
3744,"306","Arts of the South Seas","[MoMA Exh. #306, January 29-May 19, 1946]",1946-01-29,"5/19/1946",371,"moma.org/calendar/exhibitions/3188","Curator","Director",10779,"Individual","René d'Harnoncourt","d'Harnoncourt René","René","","d'Harnoncourt","","","American",1901,1968,"American, 1901–1968","Male",176768,"Q7312958",500071210,"moma.org/artists/10779",1946,3
3745,"307","New Dormitories for Smith College","[MoMA Exh. #307, February 5-April 14, 1946]",1946-02-05,"4/14/1946",372,"moma.org/calendar/exhibitions/3189","Competition Judge","Competition Judge",16292,"Individual","Philip L. Goodwin","Goodwin Philip L.","Philip","L.","Goodwin","","","American",1885,1958,"American, 1885–1958","Male",107308378,"Q21289656",500002438,"moma.org/artists/16292",1946,15
3746,"308","Architecture in Steel: An Experiment in Standarization by Konrad Wachsmann","[MoMA Exh. #308, February 5-March 6, 1946]",1946-02-05,"3/6/1946",373,"moma.org/calendar/exhibitions/2370","Artist","Artist",6201,"Individual","Konrad Wachsmann","Wachsmann Konrad","Konrad","","Wachsmann","","","American",1901,1980,"American, born Germany. 1901–1980","Male",94333531,"Q95246",500032987,"moma.org/artists/6201",1946,2
3748,"309","A Home for U.N.O.: Must We Repeat the Geneva Fiasco?","[MoMA Exh. #309, February 5-March 3, 1946]",1946-02-05,"3/3/1946",374,"moma.org/calendar/exhibitions/3190","Designer","Designer",49526,"Individual","Rudolf Mock","Mock Rudolf","Rudolf","","Mock","","","",NA,NA,"","",NA,"",NA,"moma.org/artists/49526",1946,6
2707,"310","Recent Acquisitions in Painting and Sculpture","[MoMA Exh. #310, February 6-February 24, 1946]",1946-02-06,"2/24/1946",375,"moma.org/calendar/exhibitions/2844","Artist","Artist",744,"Individual","Georges Braque","Braque Georges","Georges","","Braque","","","French",1882,1963,"French, 1882–1963","Male",9867924,"Q153793",500025200,"moma.org/artists/744",1946,11
3751,"311","The Photographs of Edward Weston","[MoMA Exh. #311, February 11-March 31, 1946]",1946-02-13,"3/31/1946",376,"moma.org/calendar/exhibitions/2374","Curator","Director",17961,"Individual","Nancy Newhall","Newhall Nancy","Nancy","","Newhall","","","American",1908,1974,"American, 1908–1974","Female",46830485,"Q6962876",500087029,"moma.org/artists/17961",1946,2
2743,"312","The Museum Collection of Painting","[MoMA Exh. #312, February 19-May 5, 1946]",1946-02-19,"5/5/1946",377,"moma.org/calendar/exhibitions/2862","Artist","Artist",11,"Individual","Jean (Hans) Arp","Arp Jean (Hans)","Jean","","Arp","","","French",1886,1966,"French, born Germany (Alsace). 1886–1966","Male",7386175,"Q153739",500031000,"moma.org/artists/11",1946,67
2833,"313","The Museum Collection of Sculpture","[MoMA Exh. #313, February 19-May 5, 1946]",1946-02-19,"5/5/1946",378,"moma.org/calendar/exhibitions/2892","Artist","Artist",209,"Individual","Aleksandr Archipenko","Archipenko Aleksandr","Aleksandr","","Archipenko","","","American",1887,1964,"American, 1887–1964","Male",71544609,"Q157578",500022523,"moma.org/artists/209",1946,30
89,"314","New Furniture Designed by Charles Eames","[MoMA Exh. #314, March 12-March 31, 1946 (1st section); March 12-April 14, 1946 (2nd section)]",1946-03-12,"4/14/1946",379,"moma.org/calendar/exhibitions/2732","Artist","Artist",1671,"Individual","Charles Eames","Eames Charles","Charles","","Eames","","","American",1907,1978,"American, 1907–1978","Male",15576677,"Q170411",500029567,"moma.org/artists/1671",1946,1
3752,"315","Work from Children's Classes Conducted Under the Educational Program","[MoMA Exh. #315, March 12-April 10, 1946]",1946-03-12,"4/10/1946",380,"moma.org/calendar/exhibitions/3191","","",NA,"","","","","","","","","",NA,NA,"","",NA,"",NA,"",1946,1
2625,"316","Marc Chagall","[MoMA Exh. #316, April 9-June 23, 1946]",1946-04-09,"6/23/1946",381,"moma.org/calendar/exhibitions/2810","Curator","Director",14845,"Individual","James Johnson Sweeney","Sweeney James Johnson","James","Johnson","Sweeney","","","American",1900,1986,"American, 1900–1986","Male",37043718,"Q6136905",500258108,"moma.org/artists/14845",1946,2
3753,"317","Original Illustrations of Children's Books","[MoMA Exh. #317, April 16-June 2, 1946]",1946-04-16,"6/2/1946",382,"moma.org/calendar/exhibitions/3192","Artist","Artist",61945,"Individual","Boris Artzybasheff","Artzybasheff Boris","Boris","","Artzybasheff","","","Russian",1899,1965,"Russian, 1899–1965","Male",33238421,"Q2910912",500116872,"moma.org/artists/61945",1946,20
170,"318","Modern China","[MoMA Exh. #318, April 16-June 9, 1946]",1946-04-16,"6/9/1946",383,"moma.org/calendar/exhibitions/2738","Curator","Organizer",9510,"Individual","Eliot Noyes","Noyes Eliot","Eliot","","Noyes","","","American",1910,1977,"American, 1910–1977","",35560716,"Q827228",500032860,"moma.org/artists/9510",1946,3
2720,"319","Georgia O'Keeffe","[MoMA Exh. #319, May 14-August 25, 1946]",1946-05-14,"8/25/1946",384,"moma.org/calendar/exhibitions/2851","Curator","Selector",14845,"Individual","James Johnson Sweeney","Sweeney James Johnson","James","Johnson","Sweeney","","","American",1900,1986,"American, 1900–1986","Male",37043718,"Q6136905",500258108,"moma.org/artists/14845",1946,2
3754,"320","Designed for Children","[MoMA Exh. #320, June 11-October 6, 1946]",1946-06-11,"10/6/1946",385,"moma.org/calendar/exhibitions/3193","Curator","Director",39630,"Individual","Victor D'Amico","D'Amico Victor","Victor","","D'Amico","","","",NA,NA,"","",33432178,"",NA,"moma.org/artists/39630",1946,21
3755,"321","A New Country House by Frank Lloyd Wright: Scale Model","[MoMA Exh. #321, June 18-September 3, 1946]",1946-06-18,"9/3/1946",386,"moma.org/calendar/exhibitions/2375","Artist","Artist",6459,"Individual","Frank Lloyd Wright","Wright Frank Lloyd","Frank","Lloyd","Wright","","","American",1867,1959,"American, 1867–1959","Male",27148716,"Q5604",500020307,"moma.org/artists/6459",1946,1
3756,"322","New Photographers","[MoMA Exh. #322, June 18-September 15, 1946]",1946-06-18,"9/15/1946",387,"moma.org/calendar/exhibitions/3194","Artist","Artist",20354,"Individual","Alfredo Boulton","Boulton Alfredo","Alfredo","","Boulton","","","Venezuelan",1908,1995,"Venezuelan,1908–1995","Male",22263802,"",NA,"moma.org/artists/20354",1946,21
3764,"323","Ballet Drawings by Franklin C. Watkins for ""Transcendence""; Model by Eugene Berman for ""The Island God""","[MoMA Exh. #323, June 18-August 25, 1946]",1946-06-18,"8/25/1946",388,"moma.org/calendar/exhibitions/2379","Artist","Artist",6261,"Individual","Franklin Chenault Watkins","Watkins Franklin Chenault","Franklin","Chenault","Watkins","","","American",1894,1972,"American, 1894–1972","Male",77221141,"",500025403,"moma.org/artists/6261",1946,1
2732,"324","Paintings, Sculpture, and Graphic Arts from the Museum Collection","[MoMA Exh. #324, July 2, 1946-unknown closing date]",1946-07-02,"9/12/1954",389,"moma.org/calendar/exhibitions/2856","Curator","Selector",9168,"Individual","Alfred H. Barr, Jr.","Barr Alfred H. Jr.","Alfred","H.","Barr","Jr.","","American",1902,1981,"American, 1902–1981","Male",109252853,"Q711362",500241556,"moma.org/artists/9168",1946,113
2589,"325","Paintings from New York Private Collections","[MoMA Exh. #325, July 2-September 22, 1946]",1946-07-02,"9/22/1946",390,"moma.org/calendar/exhibitions/2793","Curator","Director",9634,"Individual","Monroe Wheeler","Wheeler Monroe","Monroe","","Wheeler","","","American",1899,1988,"American, 1899–1988","Male",40395988,"",NA,"moma.org/artists/9634",1946,38
3765,"326","The Museum Collection of Photography","[MoMA Exh. #326, July 2, 1946-September 6, 1947]",1946-07-02,"9/6/1947",391,"moma.org/calendar/exhibitions/2380","","",NA,"","","","","","","","","",NA,NA,"","",NA,"",NA,"",1946,1
3763,"327","Scenic Design by Arch Lauterer","[MoMA Exh. #327, August 27-November 7, 1946]",1946-08-27,"11/7/1946",392,"moma.org/calendar/exhibitions/3198","Curator","Director",NA,"Individual","George Amberg","Amberg George","George","","Amberg","","","",1901,NA,"Born 1901","",64918824,"",NA,"",1946,2
3762,"328","Design Trends in Unit Furniture, Fabric and Tableware","[MoMA Exh. #328, September 6-November 17, 1946]",1946-09-06,"11/17/1946",393,"moma.org/calendar/exhibitions/3197","Arranger","Arranger",8773,"Individual","Edgar Kaufmann, Jr.","Kaufmann Edgar Jr","Edgar","","Kaufmann","","","American",1910,1989,"American, 1910–1989","",34608572,"",NA,"moma.org/artists/8773",1946,9
3761,"329","Fourteen Americans","[MoMA Exh. #329, September 10-December 8, 1946]",1946-09-10,"12/8/1946",394,"moma.org/calendar/exhibitions/3196","Curator","Director",19286,"Individual","Dorothy C. Miller","Miller Dorothy C.","Dorothy","Canning","Miller","","","American",1904,2003,"American, 1904–2003","Female",111290627,"Q5298349",500322604,"moma.org/artists/19286",1946,16
3757,"330","Modern Handmade Jewelry","[MoMA Exh. #330, September 17-November 17, 1946]",1946-09-17,"11/17/1946",395,"moma.org/calendar/exhibitions/3195","Curator","Director",20235,"Individual","Jane Sabersky","Sabersky Jane","Jane","","Sabersky","","","",NA,NA,"","",NA,"",NA,"moma.org/artists/20235",1946,29
2690,"331","Recent Acquisitions in Painting and Sculpture","[MoMA Exh. #331, September 24-November 17, 1946]",1946-09-24,"11/17/1946",396,"moma.org/calendar/exhibitions/2837","Artist","Artist",1412,"Individual","Stuart Davis","Davis Stuart","Stuart","","Davis","","","American",1892,1964,"American, 1892–1964","Male",49262338,"Q704588",500115507,"moma.org/artists/1412",1946,11
3766,"332","Florine Stettheimer","[MoMA Exh. #332, October 1-November 17, 1946]",1946-10-01,"11/17/1946",397,"moma.org/calendar/exhibitions/3199","Installer","Installer",9634,"Individual","Monroe Wheeler","Wheeler Monroe","Monroe","","Wheeler","","","American",1899,1988,"American, 1899–1988","Male",40395988,"",NA,"moma.org/artists/9634",1946,2
3767,"333","On Being a Cartoonist","[MoMA Exh. #333, October 15-November 24, 1946]",1946-10-15,"11/24/1946",398,"moma.org/calendar/exhibitions/3200","Curator","Director",4438,"Individual","Robert Osborn","Osborn Robert","Robert","","Osborn","","","American",1904,1994,"American, 1904–1994","Male",85122095,"Q7342646",500022179,"moma.org/artists/4438",1946,32
3770,"334","Recent Acquisitions: 61 Lithographs by Toulouse-Lautrec and 31 Aquatints by Picasso for Buffon's ""Histoire Naturelle""","[MoMA Exh. #334, November 19, 1946 -January 14, 1947]",1946-11-19,"1/14/1947",399,"moma.org/calendar/exhibitions/3203","Artist","Artist",4609,"Individual","Pablo Picasso","Picasso Pablo","Pablo","","Picasso","","","Spanish",1881,1973,"Spanish, 1881–1973","Male",15873,"Q5593",500009666,"moma.org/artists/4609",1946,2
3768,"335","Le Tricorne by Picasso","[MoMA Exh. #335, November 19, 1946-January 13, 1947]",1946-11-19,"1/13/1947",400,"moma.org/calendar/exhibitions/3201","Artist","Artist",4609,"Individual","Pablo Picasso","Picasso Pablo","Pablo","","Picasso","","","Spanish",1881,1973,"Spanish, 1881–1973","Male",15873,"Q5593",500009666,"moma.org/artists/4609",1946,1
2526,"336","Useful Objects","[MoMA Exh. #336, November 26, 1946-January 26, 1947]",1946-11-26,"1/26/1947",401,"moma.org/calendar/exhibitions/2787","Curator","Director",8773,"Individual","Edgar Kaufmann, Jr.","Kaufmann Edgar Jr","Edgar","","Kaufmann","","","American",1910,1989,"American, 1910–1989","",34608572,"",NA,"moma.org/artists/8773",1946,156
3771,"337","Modern Rooms of the Last Fifty Years","[MoMA Exh. #337, November 26, 1946-January 26, 1947]",1946-11-26,"1/26/1947",402,"moma.org/calendar/exhibitions/3204","Artist","Artist",34,"Individual","Alvar Aalto","Aalto Alvar","Alvar","","Aalto","","","Finnish",1898,1976,"Finnish, 1898–1976","Male",71410602,"Q82840",500002617,"moma.org/artists/34",1946,26
3772,"338","Children's Holiday Fair of Modern Art","[MoMA Exh. #338, December 3, 1946-January 5, 1947]",1946-12-03,"1/5/1947",403,"moma.org/calendar/exhibitions/3205","Designer","Designer",39630,"Individual","Victor D'Amico","D'Amico Victor","Victor","","D'Amico","","","",NA,NA,"","",33432178,"",NA,"moma.org/artists/39630",1946,11
2881,"339","Henry Moore","[MoMA Exh. #339, December 17, 1946-March 16, 1947]",1946-12-17,"3/16/1947",404,"moma.org/calendar/exhibitions/2908","Curator","Selector",14845,"Individual","James Johnson Sweeney","Sweeney James Johnson","James","Johnson","Sweeney","","","American",1900,1986,"American, 1900–1986","Male",37043718,"Q6136905",500258108,"moma.org/artists/14845",1946,2
3773,"340","Experiments in Mobile Design","[MoMA Exh. #340, January 14-April 13, 1947]",1947-01-14,"4/13/1947",405,"moma.org/calendar/exhibitions/3206","","",NA,"","","","","","","","","",NA,NA,"","",NA,"",NA,"",1947,1
3774,"341","The Theatre of Eugene Berman","[MoMA Exh. #341, January 21-March 9, 1947]",1947-01-21,"3/9/1947",406,"moma.org/calendar/exhibitions/3207","Curator","Director",NA,"Individual","George Amberg","Amberg George","George","","Amberg","","","",1901,NA,"Born 1901","",64918824,"",NA,"",1947,2
3775,"342","46 Recent Lithographs by Picasso","[MoMA Exh. #342, January 28-April 6, 1947]",1947-01-28,"4/6/1947",407,"moma.org/calendar/exhibitions/3208","Artist","Artist",4609,"Individual","Pablo Picasso","Picasso Pablo","Pablo","","Picasso","","","Spanish",1881,1973,"Spanish, 1881–1973","Male",15873,"Q5593",500009666,"moma.org/artists/4609",1947,1
